Kritik dan Saran,Klasifikasi
"Saya tidak ada kritik untuk mr. Arief karena pembelajarannya sangat memuaskan, namun saran saya hanya satu mengenai Mr.Arif yang susah untuk dihubungi, dan sebaiknya selambat lambatnya 30 menit sudah mengabari mahasiswa mengenai kelas misalnya jika akan menggunakan gmeet atau e-learning lainnya, supaya mahasiswa tidak menunggu lama. Karena kadang dari kita yang malam masih di kerjaan atau hendak pulang dari kerjaan. ",1
Saran saya jangan semua materi atau semua pembelajaran menggunakam YT karena kami dari mahasiswa susah untuk jika ada umpan balik.,1
"Akan lebih efektif kalau didampingi dengan modul bagi para mahasiswa, sehingga mahasiswa mempunyai buku pegangan.",1
Semoga lebih baik kedepannya.,1
Cara pembelajaran sudah cukup baik,1
"Saya pembelajaran sudah cukup baik, tapi kadang menyampaikan materinya kecepatan",1
Cara pembelajaan sudah cukup baik,1
Dosen dalam menyampaikan materi cukup jelas tetapi tidak konsisten dengan waktu pembelajaran.,1
Jika boleh mahasiswa diberikan buku pegangan agar memudahkan maha siswanya mencari materi yang penting saat dimodul agar dapat ditandai,1
Pembelajaran melalu youtube memang menyenangkan tetapi sesekali melakukan pembelajaran melalui gmeet agar memudahkan mahasiswanya untuk bertanya jawab dan memahami materi lebih dalam,1
Mungkin lebih perbanyak tatap muka,1
Sudah cukup baik,1
Sesekali mengadakan tatap muka untuk mendiskusikan materi mana yang belum dipahami dan cara penyelesaiannya,1
Lebih diperbanyak tatap muka setidaknya seperti otomatisasi perkantoran minggu ini offline minggu depan online karna mk tersebut adalah akutansi praktek yang dasar harus dipraktekkan dan diteliti oleh dosen tersebut apakah mahasiswanya paham dengan apa yang telah dijelaskan,1
"Tidak ada,, semuanya sudah cukup ",1
Sudah cukup baik dalam memaparkan materi,1
Makasih bu,1
Sebaiknya kurangi memberi tugas kepada mahasiswa dan memberikan nilai yang bagus pada mahasiswa nya yang teladan,1
"Sebaiknya menjelaskan cara perhitungan juga, kurangi pada teorinya dan mengshare materi ",1
Lebih baik mengadakan pembelajaran secara gmeet daripada diyuotube dan mengshare materi yang harus dipelajari mahasiswa,1
Menjelaskan materi dengan pelan sehingga bisa dipahami apalagi materi pada perhitungan jangan terlalu kecepatan,1
semangat pak,1
Mengajarnya sudah baik tetapi terlalu cepat saat menjelaskan,1
Semangat ibukkk,1
Fighting pakkk,1
Lebih baik lagi Bapakkk,1
Semoga bisa lebih sering masuk,1
Lebih baik lagi ibu,1
"Semoga sering² gmeet ibu, biar kita paham betul materinya",1
"Semoga Corona cpt ilang, agar otomatisasi sering² praktek pak",1
Minta dikasih soal² mengenai perhitungan pajak Bu,1
Jangan cepat-cepat dalam memberikan materi dalam praktek,1
Semoga bisa lebih baik lagi,1
"Saran aja ya Bu , kalo menjelaskan lewat YouTube tolong yang detail ya bu..🙏🙏",1
Menyenangkan,1
Semoga bisa lebih baik,1
Dapat mudah dipahami,1
Jgn kebanyakan tugas pak hhe,1
Lebih enak klo suasana pembelajaran nya dibuat lebih menyenangkan lg pa,1
Sebaiknya dalam memberikan tugas tidak terlalu banyak sebisa mungkin bisa 1 bulan 2x tidak perminggu selalu ada tugas.,1
Sebaiknya dosen memberikan rangkuman materi dalam bentuk modul agar memudahkan mahasiswa dalam memahami materi.,1
Sebaiknya tidak hanya memberikan materi lewat video pembelajaran namun sesekali dalam semisal 2x pertemuan dlm sebulan dijelaskan langsung lewat google meet jadi umpan balik bisa lebih mudah dipahami.,1
Nice,1
Yang Lebih sabar ya bapak dalam mengajar mahasiswanya,1
Semangat buk,1
Semangat!,1
Semoga ibu bisa meet agar menjelaskan materi mata kuliah ibu,1
Pertahankan kualitas yang sudah ada,1
Lebih-lebih baik,1
Lebih baik,1
Tetap menjadi dosen yang baik kepada semua mahasiswa,1
Pertahan dengan metode pembelajarannya,1
Pak ngasih tugasnya jangan banyak banyak.,1
"Cara belajar mengajarnya sudah baik dan seru, tp untuk tugas jangan terlalu banyak",1
Sebaiknya untuk tugas lebih di kontrol untuk tidak terlalu membebani mahasiswa,1
Harus lebih sabar menghadapi mahasiswa,1
Sebaiknya bisa lebih sabar dalam proses pembelajaran,1
Sebaiknya lebih bisa membuat suasana pembelajaran menjadi lebih menyenangkan,1
sebaiknya bisa lebih menjadikan suasana pembelajaran lebih menyenangkan,1
Semoga pertemuan perkuliahannya bisa secara tatap muka langsung (offline)🙂,1
Klo bisa di selang-seling  sma meet,1
Meningkatkan lagi metode pembelajarannya,1
Pertahankan metode pembelajaran yang menyenangkan ini,1
Pertahankan metode pembelajaran yang baik ini,1
Semoga lebih baik lagi,1
Untuk di perbaiki lagi,1
"Praktek 75%
Teori 25%",1
Semoga bisa di tingkat kan lagi,1
Sebaik nya menggunakan Google Meet saja kalo pake zoom berbayar lebih banyak memakan kuota,1
"Saran saya kalau menjelaskan materi jangan lewat youtube, sebaiknya menggunakan google meet agar mudah dipahami.",1
Saran saya kalau menjelaskan materi jangan lewat YouTube sebaiknya pakai gmeet supaya lebih paham lagi,1
Sebaik nya tugas jangan setiap pertemuan,1
Saran saya kalo menjelaskan jangan cepet-cepet Bu biar mudeng,1
Lebih sabar lagi ya pak dalam mengahadapi mahasiswa 🙏🏻,1
Saran saya sekali2 gmeet sambil jelasin materi Bu supaya paham,1
Menurut saya sering-sering google meet biar kalau dijelasin mudah paham.,1
"Menurut saya kalau mengajar enak mudah dipahami. note kalau ngasih tugas jangan bikin video terus, jangan ngasih tugas setiap hari kalau ada pertemuan.",1
Saran saya sering-seringin gmeet,1
Saran saya kalau mengajar sering-sering google meet.,1
Lebih semangat lagibuntuk mengajar pak .biar kita ngeh. Dan maksud materi apa yang di sampaikan,1
Kurangi tugasnya ya pak :),1
tidak ada keluhan,1
terkadang kurang jelas menjelaskan karna kendala sinyal,1
Lebih baik lagi dan tetap semangat pak :),1
Lebih semangat lagi bu mengajarnya,1
Menjelaskannya jangan terlalu cepat ya pak :),1
Pembelajarannya lebih digiatin lagi bu,1
Kami butuh bimbingan dari ibu :),1
Semangat terus pak,1
"Kalau menjelaskan jangan terlalu cepat. Tetapi pembelajarannya menyenangkan, semangat terus bu😊",1
Lebih semangat lagi dalam pembelajarannya agar lebih menyenangkan dan tidak ngantuk😁,1
Sudah sangat baik dalam menyampaikan pembahasan,1
Sudah sangat baik dalam menyampaikan penjelasan,1
Sebaiknya menggunakan google meet agar lebih mudah dimengerti jangan hanya google classroom saja,1
Semoga mnjadi lbih baik lagi,1
Dipertahankan dan pastinya lebih baik lagi,1
Sebaiknya menjelaskan materi dengan detail agar mahasiswa memahami alur perhitungan disetiap kasus.,1
Saya harap dapat mengurangi tugas yang d berikan.,1
Lebih baik lagih buat kedepannya,1
Lebih d efektifkan pemberian materi secara meet.,1
Materi yang diajarkan lebih bisa dibuat semenarik mungkin dan lebih dapat dipahami,1
Jika menjelaskan materi lebih bisa dipahami,1
"Semoga kedepanya di berikan  modull,  biar bisa di belajari di rumah ",1
"Sering"" adain gmeet Bu, jangan video mulu",1
"Tidak ada, semua bisa lebih membuat suasana menjadi lebih cair, tidak tegang karena beberapa mahasiswa tentu ada yg bisa b.inggris ada yg tidak",1
Dapat lebih efektif dalam memberikan materi dan menggunakan google meet,1
Sebaiknya sekali atau dua kali diadakan kelas offline,1
Pak kalo sekali ngasi tugas jangan langsung seabrek lagi yaa,1
"Bu maaf, sebaiknya kalaw ada yang remidi jangan di sebutin namanya. Kasihan yang remidi misal cuman satu orang, mentalnya down bu. Lebih baik PC atau yang merasa kurang tinggi aja nilainya kek gtu jangan diberi tahu siapa namanya. Manusia itu punya perasaan bu🙏🙏🙏",1
Dapat memberikan materi tepat waktu dan  sehat selalu Bu.,1
"Semoga tetap mempertahankan cara mengajarnya, Bu.",1
Semoga bisa pembelajaran secara tatap muka.,1
Semoga bisa melakukan pembelajaran tatap muka.,1
Semoga kedepanya lebih baik lagi,1
Saran saya untuk setiap pertmuan agar bisa menggunakan googlemeer supaya mahasiswa bisa memahami materi tersebut,1
"Saran nya adalah lebih di mantapkan lagi materi nya agar mahasiswa benar2 menguasai materi tersebut 
Dan kritik nya adalah kurang mendalami dalam penyampaian materi",1
Saran saya tetap dipertahankan cara mengajarnya.,1
Kedepannya agar bisa berinteraksi dengan mahasiswa,1
Pembelajaran nya menarik dan dapat di pahami dan kritik nya adalah kurang mendalami,1
Jika sedang menulis dibuku agak terlalu cepat untuk dipanggil. Karna nulis blm selesai,1
Terimakasih,1
"Sering"" adakan google meet biar paham,  jangan pake youtube  terus ",1
Sudah cukup baik bu,1
"Tidak ada saran  dan  kritik,  tapi semoga kedepanya bisa lebih baik lagi ",1
Cukup.,1
Menjelaskan materinya lebih dapat dipahami lagi,1
Terima kasih,1
Memberikan bahan ajar seperti buku modul agar bisa mudah memahaminya lagi,1
"Sering"" adakan offline,  kalo online  kadang ga mudeng ",1
"Sering"" praktek langsung di lab pak, kalo cuma penjelasan kurang paham",1
Lebih pelan lagi dalam mengajar agar mudah dipahami,1
Menjelaskan materinya agar lebih mudah dipahami lagi,1
Soal dan jawaban ppt disatuin aja agar soal tidak bingung yg mana dan tidak hilang,1
Menjelaskan materinya agar lebih bisa dipahami,1
Lebih pelan lagi dalam menjelaskan agar mudah dipahami,1
Menjelaskan materinya agar lebih bisa dipahami lagi,1
Sehat selalu pak,1
Sedikit cepat jelasin,1
Sehat selalu bu,1
Cukup  baik,1
Cukup baik,1
Mungkin menjelaskan materinya lebih pelan pelan dan jangan terburu buru kadang ada beberapa mahasiswa yang tidak paham,1
Saran saya ketika menyampaikan materi dapat lebih jelas lagi dalam pengucapan dan tidak berputar-putar.,1
Lebih ke cara penyampaian materinya supaya tidak terburu-buru,1
Penjelasanya lebih to the point aja ya bu,1
Cara penyampaian materinya jangan terlalu terburu-buru sehingga banyak mahasiswa yang kurang paham,1
Penyampaian materinya lebih jelas lagi dan jangan muter-muter,1
Semoga kedepan nya dalam menyampaikan materi lebih baik lagi.,1
Penyampaian materinya lebih menarik lagi kedepannya,1
Penjelasanya dibanyakin,1
Sehat selalu ya bu,1
Tetaplah menjadi baik dalam keadaan apapun.,1
"Ketika tidak bisa masuk pada jam kuliah, harus mencari hari lain untuk mengganti pertemuan yang lalu, agar materinya tidak tertinggal. ",1
"75% praktek
25% Teori",1
Ketika menjelaskan materi harus sesuai dengan yang ada dimodul atau ppt agar bisa dipahami dengan baik.,1
Semoga semakin baik buat kedepannya.,1
"Lebih sabar dalam mengajar mahasiswa yang ketika ditanya, menjawabnya lama atau tidak menjawab. Kalau bis diitambah lagi metode pembelajarannya agar lebih menyenangkan dalam proses belajar.",1
Selalu tepat waktu tetapi pada saat mengajar terkadang membosankan,1
Semoga bisa lebih baik lagi,1
"Keterbatasan waktu selama daring, membuat penyampaian materi kurang maksimal. Terima kasih, Pak.",1
Jangan sering kasih tugas vidio bahasa inggris ya bu hehe dan jangan diuplaod dimedia sosial,1
Dalam penyampaian materi sudah jelas dan sudah di adakan q&a di setiap pertemuan,1
sudah jelas dalam setiap penyampaian materinya,1
Lebih baik lagi dalam mengajar,1
Ketika presentasi kelompok ataupun absen gmeet jika memang terkendala sinyal harap dimaklumi,1
Tingkatkan pertemuan melalu gmeet dan zoom,1
"Lebih baik lagi dalam mengajar
",1
Lebih baik lagi dalam mengajar,1
Ketika pembelajaran dimohon untuk bapa memberikan pemaparan dengan metode lain agar kelas menjadi lebih menyenangkan,1
Saran saat pembelajaran buat kelas menjadi lebih rileks dan santai jangan terlalu tegang dan serius.,1
semoga bisa diadakn kuliah secara offline supaya lebih memudahkan memahami per materinya,1
Untuk penyampaian materi sudah jelas dan mudah dipahami,1
Lebih menarik lagi dalam pengajaran agar tidak monoton,1
Harus lebih sabar lagi dalam mengajar,1
Lebih santai lagi dalam mengajar agar tidak terlalu tegang dan monoton.,1
Pertahankan metode pembelajarannya,1
Sebaiknya dijelaskan dulu materinya agar mahasiswa mampu memahami materi tersebut.,1
Lebih digiatkan lagi dalam proses mengajar,1
Jangan bosan menjadi orang baik🤗,1
Jangan terlalu cepat jika menjelaskan materi praktek,1
"Lebih sabar Lagi ketika menjelaskan materi melalui kuliah online, karena terkadang mahasiswa terkendala sinyal.",1
"Lebih ditingkatkan lagi untuk cara pembelajarannya, karena terkadang saya merasa bingung dengan apa yang dibicarakan dosen tersebut",1
"Lebih ditingkatkan lagi cara pembelajarannya, agar mahasiswa lebih mudah memahami dari materi yang diajarkan",1
Lebih difokuskan ke listening untuk MK inggris,1
Jika mengajar jangan terlalu banyak materi agar mudah dipahami,1
Kalau memberikan tugas dalam jumlah yang banyak tapi waktunya sedikit,1
Saran saya jika  melakukan pembelajaran agar lebih menarik lagi supaya mahasiswa bisa tanggap dengan materi yang disampaikan,1
Saran saya jika tidak melakukan pembelajaran secara offline agar memberikan tutorial video dengan baik dan memberikan sesuai dengan jadwalnya,1
Mengirimkan materinya jangan mepet kuis ya bu 😊🙏,1
Penjelasan materi bisa dibikin dengan ppt,1
Saran saya jika  menyampaikan pembelajaran jangan  terlalu cepat,1
Lebih sabar lagi jika ada mahasiswa yang kurang paham,1
"Tidak ada saran dan kritik, tapi pak arif dosen yang asik",1
Tidak ada saran dan kritik,1
Saran saya untuk memberikan pembelajaran dengan jelas atau bisa di jelaskan satu persatu,1
Mohon untuk tidak terlalu cepat dalam menjelaskan materi yang disampaikan dan saya berharap bapak bisa meningkatkan lagi cara mengajarnya tetapi bapak baik dan saya mengerti belajar sama bapak.,1
"Baik, tapi ngasih nilainya kurang baik:(",1
"Karena dosen ini sudag mengundurkan diri dari kampus, saya hanya ingin menyampaikan untuk menerima dosen yang benar2 berkompeten, apalagi untuk mengajar semester pertengahan dan akhir tolong carikan dosen yang benar2 ahli karna materi juga semakin rumit, bukan dosen yg ga selalu minta mahasiswanya aktif tapi giliran ditanya malah lempar pertanyaan ke mahasiswa lain, kita butuh dosen sebagai pengarah arah belajar, kalo dosen ga  menjelaskan dengan benar bagaiamana kualitas mahasiswanya. ",1
Semoga bisa lebih baik lagi dalam mengajar,1
Saran jika ada wa masuk dibaca dan dibalas,1
Saran saya untuk menyampaikan materi itu lebih detail lagi supaya mahasiswa lebih jelas lagi,1
Saran saya jika menyampaikan materi diperjelas kembali supaya pembelajaran menarik mahasiswa dan cepat dipahami oleh mahasiswa,1
Saran saya untuk penyampaian pembelejaran diperjelas kembali supaya mahasiswa bisa memahaminya,1
Saran membuat pembelajaran lebih menyenangkan,1
Saran menggunakan media pembelajaran basis online ketika pemebelajaran online. Dan seharusnya tugas diberikan sesuai jadwal,1
Saran bsa membuat suasana pembelajaran menyenangkan,1
Untuk vocabulary bisa diberikan pengingat agar mahasiswa tidak lupa mengisi.,1
Saran dapat membuat pembelajaran menyenangkan,1
Sebaiknya untuk pembahasan materi secara bertahap dan selesai,1
Saran lebih jelas dalam mengajar,1
Tugasnya jangan merangkum terus ya pak 🙏,1
Cukup detail ketika menjelaskan,1
Sebaiknya jangan terlalu cepat saat menyampaikan materi dan apabila memberi tugas deadline nya di beri waktu tambahan yang lebih lama lagi,1
Semoga kedepannya bisa menjadi lebih baik lagi,1
Semoga ke depannya bisa menjadi lebih baik lagi,1
Jelasin materinya jangan cepet-cepet ya pak 🙏,1
Cara pembelajaran dengan menonton materi video di YouTube dan pertemuan melalui google meet ketika pembahasan soal menurut saya kurang aktif,1
Lebih baik lagi kedepannya,1
semoga dapat menjelaskan materi dengan lebih baik dan jangan terlalu cepat saat menjelaskan materi agar mahasiswa faham,1
dapat lebih baik dalam menjelaskan materi dan lebih dibuat menyenangkan agar mahasiswa tidak bosan saat pembelajaran,1
Lebih jelas lagi dalam memberikan materi,1
"Terima kasih pak, sehat sehat ya pak",1
"Terima kasih ibu, sehat sehat ya bu",1
Saran lebih baik untuk praktek di rumah menggunakan leptop dengan adanya vidio,1
"Sangat killer ,tugas terus tp baik si",1
Sinyal kalo gmeet,1
Paham si,1
Kalo menjelaskan materi lebih jelas lagi atau bisa dipahami oleh mahasiswa,1
Kalo menjelaskan materi suaranya lebih jelas lagi jangan terlalu kecil,1
Sarannya tetap pertahankan kualitas terbaik,1
Saran agar selalu mengajarkan test2 toefl karna sudah ok.,1
Semakin lebih baik,1
Saya sedang tidak dapat mengkritik karena tidak memiliki saran.,1
Saran agar bisa praktek offline,1
Semoga sukses,1
Sarannya semoga bisa lebih tanggap ketika dihubungi mahasiswa,1
Sarannya ketika mengajar jangan terlalu cepat agar mahasiswa mudah memahami materi,1
"Matur nuwun pak Ardhi, sehat selalu, sukses selalu",1
Saran saya semoga lebih mengerti keadaan mahasiswa lagi karena sebagian mahasiswa wilayahnya susah sinyal jadi tidak bisa cepat untuk merespon apa yang ditanyakan dosen maka dari itu dengan sangat Ketika sedang bertanya kpd mahasiswa dosen bisa lebih sabar lagi karena adanya keterbatasan sinyal,1
Sarannya ketika sedang mk berlangsung online untuk audionya lebih diperhatikan lagi karena mahasiswa sulit mendengarkan penjelasan yang dosen berikan karena suaranya terlalu kecil,1
Semoga kebih baik,1
dapat lebih baik dalam menyampaikan materi pembelajaran,1
dapat menjelaskan materi dengan lebih baik lagi,1
dalam menjelaskan materi sebaiknya jangan terlalu cepat,1
ketika daring sebaiknya menjelaskan menggunakan gmeet atau lainnya jangan hanya mengirim materi saja,1
Lebih di evaluasi lagi untuk penilaian terhadap mahasiswa.,1
"Lebih tegaa lagi kpd mahasiswa agar, mahasiswa lebih disiplin",1
Kalo emang tidak bisa cukup waktu lebih baik dii ganti hari sajaa jangan hari itu juga,1
bisa menciptakan suasana belajar yang menyenangkan,1
Lebih disipilin,1
Lebih Memperhatikan jam pengganti kuliah,1
Lebih memperhatikan kedisiplinan jam kuliah,1
bisa lebih baik lagi,1
bisa lebih baik dalam memberikan nilai,1
"Sehat selalu, sukses terus, matur nuwun,",1
Sebaiknya melakakukan gmeet walau sudah memberi materi melalui vidio dan ppt agar lebih dipahami lagi,1
Tetap melakukan gmeet seharusnya walau sudah diberi materi melalui vidio youtube.,1
Cuku Baik,1
Lumayan,1
Menjelaskan lebih detail,1
Saya masih bingung pak cara membuat diagram di ppt karena belum di jelaskan tapi sudah di beri tugas 🙏,1
Kalau kasih nilai tugas jangan terlalu sedikit 🙏,1
Semoga kedepannya lebih baik lagi ya pak,1
terlalu sering melebihi waktu pembelajaran,1
lebih ditingkatkan lagi proses pembelajarannya,1
"pembelajaran menyenangkan materi mudah dipahami, lebih ditingkatkan lagi penyampaian materinya",1
Menjadi lebih baik lagi,1
Agar lebih ditingkatkan lagi cara pembelajarannya dan lebih disiplin,1
Penjelasan dalam perkuliahan agar lebih diperbaiki kembali,1
Dalam menyampaikan materi jangan terlalu cepat  agar dapat dipahami oleh mahasiswa,1
Agar lebih disiplin lagiii,1
Keren pak,1
Tetap semangat bu,1
Semoga materi yang diberikan sesuai dengan soal UASnya,1
Semoga tidak hanya materi lewat youtube saja,1
Kalau bikin video suaranya dikerasin lagi bu,1
Semoga ada tutorial via youtube biar bisa diulang nontonnya,1
CUKUP BAIK DALAM PEMBELAJARANNYA,1
Semoga nanti bisa lebih baik memberikan materinya,1
Agar l menjadi lebih baik lagi,1
Pelit dalam memberi nilai ujian,1
Tetap menjadi lebih baik,1
Tetap santai  pak dala. mengajar tapi mudah di pahami dan asik,1
"Dilain kesempatan, sudilah kiranya Bapak Dosen yang terhormat untuk memberikan penjelasan materi terlebih dahulu agar mahasiswa dapat menerima materi pembelajaran dengan baik, mengingat mata kuliah ini merupakan mata kuliah baru dan masih awam. Terima kasih.",1
"Tidak ada kritik dan saran, gut job Mr. Sehat-sehat selalu !!",1
Kritiknya sama seperti pengisian kuesioner semester sebelumnya. Terima kasih. Sama-sama.,1
Sehat-sehat Bapak.,1
Sehat-sehat selalu untuk Bu Idah.,1
Tidak ada kritik dan saran. Terima kasih.,1
Sehat-sehat selalu Ibu !!,1
Susah cukup baik dalam mengajar,1
Tingkatkan kembali,1
"sebenarnya bu ika ini dosen pengganti alm. bapak sunandar, dan baru merasakan diajar bu ika hanya satu kali pertemuan saja jadi belum terlalu tau bagaimana bu ika. namun dalam satu pertemuan itu bu ika sudah cukup baik dalam menyampaikan materinya🙏",1
"Pemberian sumber lain untuk bahan belajar sangat baik, saat praktikum pun dijelaskan kembali bagaimana cara step by step. ",1
Penyampaiannya jelas,1
Sabar,1
Menjelaskannya sudah baik,2
"Sudah baik, ",2
mantap,2
Baik banget dan sabar,2
Sudah bagus untuk semuanya.,2
Sudah bagus semuanya.,2
Baik dalam menjelaskan,2
Baik jelas,2
Baik semua,2
Baik banget,2
Best,2
Sudah baik dalam mengajar,2
Dalam penyampaian materi sudah jelas,2
Untuk penyampaian materi sudah jelas dan mudah dipahami,2
Terbaik,2
Sudah bagus,2
Mantap pak asrofi,2
Sejauh ini udah baik sii,2
Sudah baik dalam pembelajaran,2
Bagusss,2
"Tidak ada wkwkwk
Good job👌🏻",2
Bagus lebih ditingkatkan dalam kegiatan perkulihaan lebih asik dan tidak membosankan,2
Ga punya kritikkkk. Si bapakkk baekk bgttt asliii kga boong,2
Tetap jadi dosen yang terbaik nggih pak 😊,2
Tetap menjadi dosen yang baik kepada semua mahasiswa,2
Tetap dan selalu menjadi dosen yang baik untuk semua mahasiswa,2
"Tetap jadi dosen yang baik, dan semoga bisa ditingkatkan lagu",2
Baik. Terimakasih,2
Bagus pak,2
Cara pembelajaran sudah baik,2
Dosennya baik,2
Baik mengajarnya,2
good,2
Sudahbaik,2
"Tidak ada, karena saya suka diajar bu anita",2
Baik dan menyenangkan,2
Semoga kedepannya lebih baik lagi dalam mengajar :),2
"Baik , ramah, dan menyenangkan",2
"Gak ada, soalnya bu pipit baikkk hatttiii",2
Penyampai nya tertata dan mudah dipahami,2
Kren bu i like it,2
Mudah dipahami dalam menyampaikan materi.,2
Sudah baik materi yang diajarkan bisa dipahami,2
Menyenangkan dalam mengajar.,2
Menyenangkan dalam mengajar,2
"Ibu memberikan materi dengan cara yang berbeda yaitu dengan media sosial seperti YouTube, tetapi penyampaian ibu benar-benar jelas dan saya suka cara ibu menjelaskan mudah dipahami. Terimakasih bu",2
"Cara pak arief menyampaikan materi sangat bagus,tapi kadang tugasnya terlalu menumpuk",2
Saat menjelaskan sudah cukup di pahami,2
"Menurut saya ibu memberikan metode belajar yang sangat baik sehingga mahasiswa dapat mudah mengerti, terimakasih telah memberikan banyak ilmu yang bermanfaat kepada saya",2
cara mengajarnya sangat interaktif dan mudah di mengerti,2
"Untuk update vocabulary lebih dipastiin lagi. Sebaiknya jika ada perkuliahan setiap hari senin update mengisi vocab dan batasnya sampai minggu ya:)
",2
"Enak banget dapet dosen seperti beliau,santai tapi tetep masuk pembelajarannya",2
Dosen paling sabar saat menghadapi mahasiswa.nya,2
"cara mengajarnya sangat interaktif, mudah di mengerti dan menyenangkan",2
"Saran : Jika semester depan bertemu lagi, semoga dosen dapat memberikan materi kepada mahasiswa baik secara online maupun offline ",2
Tidak ada pokoknya bu Anitta the best,2
Walidosen yang ajiiibbb,2
cara mengajarnya sangat interaktif dan mudah di mengerti dan menyenangkan,2
"Saran : Semoga dipertahankan atau ditingkatkan dalam penyampaian materinya, karena penyampaian materinya sangat mudah untuk dipahami.",2
"Tidak ada, pokoknya menyenangkan cara mengajarnya",2
"Penjelasannya masuk banget,enak kalo ngajar slow tapi tetap masuk",2
Pengajaran anda cukup membuat saya paham. Terimakasih,2
Walaupun lewat YouTube tapi penjelasannya tuh jelas banget.,2
Tidak ada kritik pokoknya wali kelas ter the best,2
Cara pengajaran anda cukup membuat saya paham. Terimakasih,2
Vidio pembelajaran nya gampang buat dipahami,2
Walaupun secara daring tapi penjelasannya gampang dipahami kalau dipraktekkan juga gampang.,2
Tidak ada sudah cuku jelas dengan apa yang di sampaikan dan mudah dimengerti ketika menjelaskan,2
"Pak Ibnun orang baik, tidak ada kritik. Menyenangkan cara menerangkan materi juga jelas",2
Tetap santai tapi mudah dimengerti,2
Dalam menyampaikan materi pembelajaran  jelas dan mudah dipahami,2
Pembelajaran presentasi kemarin membuat saya sangat paham apa itu audit,2
"Saran : Dosen cukup baik dalam penyampaian materi, semoga dapat dipertahankan atau ditingkatkan.",2
Bu ii sangat jelas dalam memberikan materi,2
Dalam mengajarnya sangat interaktif dan mudah dimengerti,2
Dalam menyampaikan materi sudah cukup jelas dan mudah dipahami oleh mahasiswa dan terimakasih atas ilmunya,2
Dalam metode pembelajaran yang diterapkan oleh pak dosen sudah baik  sehingga mahasiswa dapat mudah mengerti dan tidak bosan belajar di kelas secara daring maupun offline,2
"Tidak ada, saya suka bu dosen dalam menerangkan materi di youtube",2
"Tidak ada, saya suka bapak dosen ini dalam mengajar ",2
"Tidak ada, saya suka ibu dosen ini dalam mengajar.",2
Dosen menjelaskan materi sudah baik dan dapat dipahami.,2
Dosen menjelaskan materi sudah baik dan dapat dipahami,2
Dosen menyanpaikan materi sudah baik dan dapat dipahami,2
"Agar sewaktu² ibu bisa menyempatkan kelas melalui media tatap muka online seperti gmeet atau zoom. Tidak hanya dengan video yg Ibu share, sehingga akan lebih terjalin kekeluargaan antara dosen dg mahasiswa.",2
"Sudah sangat bagus, tingkatkan lagi Ibu.",2
"Sudah bagus, tingkatkan lagi Pak",2
"Sudah bagus, terus tingkatkan lagi Ibu",2
"Sudah bagus Pak, terus tingkatkan lagi.",2
"Tidak ada saran/kritik yg berarti, semuanya sudah bagus Pak. Sangat senang diajar Bpk.",2
"Baik dan baikk, sudah cukup tidak ada saran and kritik juga nothing.",2
Metode pembelajaran sudah sangat bagus makasih bu,2
"Tingkatkan kinerja bapak, lebih semangat lagih dalam memberikan materi :) cara mengajarnya sangat interaktif dan sangat dimengerti",2
Penjelasan yang diajarkan mengenai materi itu singkat tapi mudah dipahami,2
Dalam mengajar santai dan ramah sehingga membuat senang dalam belajar,2
"Bisa mencoba untuk menggunakan beberapa media belajar, terimakasih ",2
Sudah jelas dalam menjelaskan metode pembelajaran,2
Tidak ada saran apapun karna pa ananto sudah mengajar dengan baik,2
Sudah baik dalam penyimpanan materi dalam pembelajaran,2
Baik dalam penyampaian materi dalam pembelajaran,2
Sudah bagus dalam penyampaian materi dalam pembelajaran,2
Sudah bagus dalam penyampaian materi penyampaian materi dalam pembelajaran,2
"Ibuknya friendly bgt, klo offline pasti lebih asyikkkk",2
Mudah dipahami dalam mengajar,2
Tingkatkan lagi cara mengajar nya dan tetap jadi dosen yang baik untuk semua mahasiswa,2
Mudah dipahami dan jelas dalam menerangkan,2
Baik mudah dipahami,2
Mr. Arief is the best👍,2
Sudah baik dan sangat jelas jika mengajar,2
Ga punya sarannn. Si bapak ngajarnya enakeun bgttt seriusannn,2
Semoga Ibu Yeni dapat terus mempertahankan cara mengajar yang santai namun tetap memberikan manfaat bagi kami semua.,2
Pak asrofi pada saat menyampaikan materi dengan jelas dan dapat dipahami,2
Sudah bagus lebih ditingkatkan lagi dalam penyampaian materi agar saat daring mudah di paham,2
Dosen yg sangat baik,2
Kalau jelasin enak dan mudah dipahami,2
Sudah sangat baik dalam menjelaskan materi,2
"Cara pembelajarannya menyenangkan, tetapi setiap pertemuan jangan dikasih tugas terus dong pak hehe",2
Materi yang disampaikan mudah dipahami,2
Mudah dimengerti ketika menjelaskan,2
Sudah baik dalam memberikan penjelasan,2
Terimakasih pak sudah mengajar dalam semester ini,2
Terimakasih Bu sudah mengajar dalam semester ini,2
"Dosen paling enak mengajar, to the point Ga bikin bosen ",2
Baik banget bu hanum sabar menghadapi mahasiswanya,2
"Sabar dan baik banget bu wahyu, paling suka ketika menjelaskan sesuai dengan keadaan realnya 🥰",2
Baik sehingga selalu tepat waktu saat mengajar,2
Semoga kedepannya bisa lebih baik lagi dalam pengajarannya dan semakin menarik,2
Sudah cukup baik dalam mengajar tapi alangkah lebih baiknya kalo sering offline lebih enak,2
