Kritik dan Saran,Klasifikasi
"Orangnya menyenangkan, tpi saya kurang begitu memahami dari penjelasan materi yg disampaikan Karana penjelasannya hanya melalui kelompok",Cukup
Saran : semoga lebih baik lagi dalam menjelaskan materi terutama pada materi perhitungan.,Cukup
lebih jelas lagi ibuu,Cukup
Saya hanya berharap apa yang orang tua saya keluarkan untuk saya sebanding dengan apa yang saya dapat dalam pendidikan ini.,Cukup
Materi yang disampaikan sudah cukup jelas untuk dipahami mahasiswa.,Cukup
Saran : Lebih baik dosen memberikan modul sebagai bahan belajar mahasiswa karena pada materi akuntansi perbankan ini agak susah untuk belajar otodidak tanpa modul.,Cukup
Dalam menjelaskan secara online munkin harus lebih ditingkatkan lagi agar mahasiswa bisa paham,Cukup
Dalam menginput nilai uts maupun uas di oase sesuaikan dengan yang ada di ekuliah.,Cukup
Saran : Semoga kedepannya lebih baik lagi dalam memberikan materi kepada mahasiswa.,Cukup
Saran : Semoga kepadanya apabila menjelaskan materi secara online volume suaranya agak ditingkatkan agar mudah dipahami.,Cukup
Saya harap anda membaca ini. Karena sejujurnya saya sama sekali tidak paham. Saya bukan dari jurusan pure akuntansi dan tdk melakukan pelajaran ini selama 3 thn penuh dan hanya krg 2 tahn itupun bukan pelajaran peminatan. Saya harap anda paham maksud saya. Dan untuk langsung materi anda sangat mudah dimengerti jika saya fokus. Tapi dalam pengajaran langsung berbahasa Inggris maaf saya kurang mengerti dari semester ini pak. Terimakasih.,Cukup
Saya sangat terkesan dengan anda. Karena anda yang paling sering mengadakan offline. Tetapi saya rasa ketika offline anda terlalu cepat. Saya yang agak gaptek kurang bisa menyusul. Terimakasih,Cukup
Sering2 kasih materi ya buk,Cukup
Online via gmeet. Jika berkenan. Terimakasih,Cukup
Terimakasih,Cukup
Penjelasannya gampang dipahami,Cukup
"Terbaiklah bu Hesti, tidak ada kritik",Cukup
"Bu jgn sering2 ngadain tanya jawab buk, takut :(",Cukup
"Tidak ada kritik, pokoknya terbaik bu Ririh. Sehat sehat ya Buk. ",Cukup
Kalo lagi jelasin materi kecepetan. Semoga ke depannya lebih baik lagi:),Cukup
Semoga ke depannya lebih menyenangkan lagi proses pembelajarannya,Cukup
Semoga nantinya lebih baik lagi,Cukup
Kalo ngasih kuis jangan susah-susah ya bu,Cukup
Semoga lebih bagus lagi ya Bu:),Cukup
Semoga tambah menyenangkan lagi ya Bu:),Cukup
Semoga lebih banyak offlinenya biar materinya lebih mudah dipahami,Cukup
"Semoga kedepannya sesuai dengan jadwalnya, soalnya kalo ngajar melebihi jam kuliah",Cukup
"Kalau boleh saran suaranya dikerasin sedikit ya pak,biar tidak mengantuk terimakasih",Cukup
Lebih baikk lagiii,Cukup
Sudah oke,Cukup
Jangan mundur mundur waktu di jam perkuliahan pada saat mahasiswa akan presentasi. Tetapi gapapa mahasiswa juga mengerti dosennya mungkin sibuk:),Cukup
Lebih dijelaskan lagi pada saat membuat video untuk contoh kasus soal yang berbeda dengan materinya.,Cukup
Materinya cukup jelas untuk dipahami mahasiswa. Selain itu juga lebih teliti dalam menginput nilai baik uts maupun uas.,Cukup
Perlu diperhatikan dalam menjelaskan melalui share screennya. Kadang pptnya berhenti hanya suaranya saja.,Cukup
Sebaiknya ada ringkasan bentuk modul tetapi harganya jangan mahal.,Cukup
Dalam mengajar sudah baik tapi alangkah baiknya jija ibu sering memberikan soal latihan anggaran. Terimakasih,Cukup
Jangan susah2 kalo bikin soal pakk😌,Cukup
Semoga kedepannya bisa lebih baik lagi dalam pengajarannya.,Cukup
Belum ada,Cukup
Dalam menyampaikan materi sudah cukup jelas dan mudah dipahami,Cukup
Dalam menyampaikan materi terlalu singkat sehingga ada kendala dalam memahami materinya,Cukup
"Materinya banyak tapi daring membuat kurang menguasai 
",Cukup
"Tingkatkan kinerja Ibu, dan lebih semangat lagi dalam memberikan materi",Cukup
Semoga lebih menyenangkan dalam mengajar,Cukup
Cara pembelajaran sudah cukup baik,Cukup
Untuk pembelajaran sudah cukup baik,Cukup
Untuk cara pembelajaran dan penyampaian materi sudah cukup baik,Cukup
"Saya tidak ada kritik untuk mr. Arief karena pembelajarannya sangat memuaskan, namun saran saya hanya satu mengenai Mr.Arif yang susah untuk dihubungi, dan sebaiknya selambat lambatnya 30 menit sudah mengabari mahasiswa mengenai kelas misalnya jika akan menggunakan gmeet atau e-learning lainnya, supaya mahasiswa tidak menunggu lama. Karena kadang dari kita yang malam masih di kerjaan atau hendak pulang dari kerjaan. ",Cukup
Saran saya jangan semua materi atau semua pembelajaran menggunakam YT karena kami dari mahasiswa susah untuk jika ada umpan balik.,Cukup
"Akan lebih efektif kalau didampingi dengan modul bagi para mahasiswa, sehingga mahasiswa mempunyai buku pegangan.",Cukup
Semoga lebih baik kedepannya.,Cukup
Cara pembelajaran sudah cukup baik,Cukup
"Saya pembelajaran sudah cukup baik, tapi kadang menyampaikan materinya kecepatan",Cukup
Cara pembelajaan sudah cukup baik,Cukup
Dosen dalam menyampaikan materi cukup jelas tetapi tidak konsisten dengan waktu pembelajaran.,Cukup
Jika boleh mahasiswa diberikan buku pegangan agar memudahkan maha siswanya mencari materi yang penting saat dimodul agar dapat ditandai,Cukup
Pembelajaran melalu youtube memang menyenangkan tetapi sesekali melakukan pembelajaran melalui gmeet agar memudahkan mahasiswanya untuk bertanya jawab dan memahami materi lebih dalam,Cukup
Mungkin lebih perbanyak tatap muka,Cukup
Sudah cukup baik,Cukup
Sesekali mengadakan tatap muka untuk mendiskusikan materi mana yang belum dipahami dan cara penyelesaiannya,Cukup
Lebih diperbanyak tatap muka setidaknya seperti otomatisasi perkantoran minggu ini offline minggu depan online karna mk tersebut adalah akutansi praktek yang dasar harus dipraktekkan dan diteliti oleh dosen tersebut apakah mahasiswanya paham dengan apa yang telah dijelaskan,Cukup
"Tidak ada,, semuanya sudah cukup ",Cukup
Sudah cukup baik dalam memaparkan materi,Cukup
Makasih bu,Cukup
Sebaiknya kurangi memberi tugas kepada mahasiswa dan memberikan nilai yang bagus pada mahasiswa nya yang teladan,Cukup
"Sebaiknya menjelaskan cara perhitungan juga, kurangi pada teorinya dan mengshare materi ",Cukup
Lebih baik mengadakan pembelajaran secara gmeet daripada diyuotube dan mengshare materi yang harus dipelajari mahasiswa,Cukup
Menjelaskan materi dengan pelan sehingga bisa dipahami apalagi materi pada perhitungan jangan terlalu kecepatan,Cukup
semangat pak,Cukup
Mengajarnya sudah baik tetapi terlalu cepat saat menjelaskan,Cukup
Semangat ibukkk,Cukup
Fighting pakkk,Cukup
Lebih baik lagi Bapakkk,Cukup
Semoga bisa lebih sering masuk,Cukup
Lebih baik lagi ibu,Cukup
"Semoga sering² gmeet ibu, biar kita paham betul materinya",Cukup
"Semoga Corona cpt ilang, agar otomatisasi sering² praktek pak",Cukup
Minta dikasih soal² mengenai perhitungan pajak Bu,Cukup
Jangan cepat-cepat dalam memberikan materi dalam praktek,Cukup
Semoga bisa lebih baik lagi,Cukup
"Saran aja ya Bu , kalo menjelaskan lewat YouTube tolong yang detail ya bu..🙏🙏",Cukup
Menyenangkan,Cukup
Semoga bisa lebih baik,Cukup
Dapat mudah dipahami,Cukup
Jgn kebanyakan tugas pak hhe,Cukup
Lebih enak klo suasana pembelajaran nya dibuat lebih menyenangkan lg pa,Cukup
Sebaiknya dalam memberikan tugas tidak terlalu banyak sebisa mungkin bisa 1 bulan 2x tidak perminggu selalu ada tugas.,Cukup
Sebaiknya dosen memberikan rangkuman materi dalam bentuk modul agar memudahkan mahasiswa dalam memahami materi.,Cukup
Sebaiknya tidak hanya memberikan materi lewat video pembelajaran namun sesekali dalam semisal 2x pertemuan dlm sebulan dijelaskan langsung lewat google meet jadi umpan balik bisa lebih mudah dipahami.,Cukup
Nice,Cukup
Yang Lebih sabar ya bapak dalam mengajar mahasiswanya,Cukup
Semangat buk,Cukup
Semangat!,Cukup
Semoga ibu bisa meet agar menjelaskan materi mata kuliah ibu,Cukup
Pertahankan kualitas yang sudah ada,Cukup
Lebih-lebih baik,Cukup
Lebih baik,Cukup
Tetap menjadi dosen yang baik kepada semua mahasiswa,Cukup
Pertahan dengan metode pembelajarannya,Cukup
Pak ngasih tugasnya jangan banyak banyak.,Cukup
"Cara belajar mengajarnya sudah baik dan seru, tp untuk tugas jangan terlalu banyak",Cukup
Sebaiknya untuk tugas lebih di kontrol untuk tidak terlalu membebani mahasiswa,Cukup
Harus lebih sabar menghadapi mahasiswa,Cukup
Sebaiknya bisa lebih sabar dalam proses pembelajaran,Cukup
Sebaiknya lebih bisa membuat suasana pembelajaran menjadi lebih menyenangkan,Cukup
sebaiknya bisa lebih menjadikan suasana pembelajaran lebih menyenangkan,Cukup
Semoga pertemuan perkuliahannya bisa secara tatap muka langsung (offline)🙂,Cukup
Klo bisa di selang-seling  sma meet,Cukup
Meningkatkan lagi metode pembelajarannya,Cukup
Pertahankan metode pembelajaran yang menyenangkan ini,Cukup
Pertahankan metode pembelajaran yang baik ini,Cukup
Semoga lebih baik lagi,Cukup
Untuk di perbaiki lagi,Cukup
"Praktek 75%
Teori 25%",Cukup
Semoga bisa di tingkat kan lagi,Cukup
Sebaik nya menggunakan Google Meet saja kalo pake zoom berbayar lebih banyak memakan kuota,Cukup
"Saran saya kalau menjelaskan materi jangan lewat youtube, sebaiknya menggunakan google meet agar mudah dipahami.",Cukup
Saran saya kalau menjelaskan materi jangan lewat YouTube sebaiknya pakai gmeet supaya lebih paham lagi,Cukup
Sebaik nya tugas jangan setiap pertemuan,Cukup
Saran saya kalo menjelaskan jangan cepet-cepet Bu biar mudeng,Cukup
Lebih sabar lagi ya pak dalam mengahadapi mahasiswa 🙏🏻,Cukup
Saran saya sekali2 gmeet sambil jelasin materi Bu supaya paham,Cukup
Menurut saya sering-sering google meet biar kalau dijelasin mudah paham.,Cukup
"Menurut saya kalau mengajar enak mudah dipahami. note kalau ngasih tugas jangan bikin video terus, jangan ngasih tugas setiap hari kalau ada pertemuan.",Cukup
Saran saya sering-seringin gmeet,Cukup
Saran saya kalau mengajar sering-sering google meet.,Cukup
Lebih semangat lagibuntuk mengajar pak .biar kita ngeh. Dan maksud materi apa yang di sampaikan,Cukup
Kurangi tugasnya ya pak :),Cukup
tidak ada keluhan,Cukup
terkadang kurang jelas menjelaskan karna kendala sinyal,Cukup
Lebih baik lagi dan tetap semangat pak :),Cukup
Lebih semangat lagi bu mengajarnya,Cukup
Menjelaskannya jangan terlalu cepat ya pak :),Cukup
Pembelajarannya lebih digiatin lagi bu,Cukup
Kami butuh bimbingan dari ibu :),Cukup
Semangat terus pak,Cukup
"Kalau menjelaskan jangan terlalu cepat. Tetapi pembelajarannya menyenangkan, semangat terus bu😊",Cukup
Lebih semangat lagi dalam pembelajarannya agar lebih menyenangkan dan tidak ngantuk😁,Cukup
Sudah sangat baik dalam menyampaikan pembahasan,Cukup
Sudah sangat baik dalam menyampaikan penjelasan,Cukup
Sebaiknya menggunakan google meet agar lebih mudah dimengerti jangan hanya google classroom saja,Cukup
Semoga mnjadi lbih baik lagi,Cukup
Dipertahankan dan pastinya lebih baik lagi,Cukup
Sebaiknya menjelaskan materi dengan detail agar mahasiswa memahami alur perhitungan disetiap kasus.,Cukup
Saya harap dapat mengurangi tugas yang d berikan.,Cukup
Lebih baik lagih buat kedepannya,Cukup
Lebih d efektifkan pemberian materi secara meet.,Cukup
Materi yang diajarkan lebih bisa dibuat semenarik mungkin dan lebih dapat dipahami,Cukup
Jika menjelaskan materi lebih bisa dipahami,Cukup
"Semoga kedepanya di berikan  modull,  biar bisa di belajari di rumah ",Cukup
"Sering"" adain gmeet Bu, jangan video mulu",Cukup
"Tidak ada, semua bisa lebih membuat suasana menjadi lebih cair, tidak tegang karena beberapa mahasiswa tentu ada yg bisa b.inggris ada yg tidak",Cukup
Dapat lebih efektif dalam memberikan materi dan menggunakan google meet,Cukup
Sebaiknya sekali atau dua kali diadakan kelas offline,Cukup
Pak kalo sekali ngasi tugas jangan langsung seabrek lagi yaa,Cukup
"Bu maaf, sebaiknya kalaw ada yang remidi jangan di sebutin namanya. Kasihan yang remidi misal cuman satu orang, mentalnya down bu. Lebih baik PC atau yang merasa kurang tinggi aja nilainya kek gtu jangan diberi tahu siapa namanya. Manusia itu punya perasaan bu🙏🙏🙏",Cukup
Dapat memberikan materi tepat waktu dan  sehat selalu Bu.,Cukup
"Semoga tetap mempertahankan cara mengajarnya, Bu.",Cukup
Semoga bisa pembelajaran secara tatap muka.,Cukup
Semoga bisa melakukan pembelajaran tatap muka.,Cukup
Semoga kedepanya lebih baik lagi,Cukup
Saran saya untuk setiap pertmuan agar bisa menggunakan googlemeer supaya mahasiswa bisa memahami materi tersebut,Cukup
"Saran nya adalah lebih di mantapkan lagi materi nya agar mahasiswa benar2 menguasai materi tersebut 
Dan kritik nya adalah kurang mendalami dalam penyampaian materi",Cukup
Saran saya tetap dipertahankan cara mengajarnya.,Cukup
Kedepannya agar bisa berinteraksi dengan mahasiswa,Cukup
Pembelajaran nya menarik dan dapat di pahami dan kritik nya adalah kurang mendalami,Cukup
Jika sedang menulis dibuku agak terlalu cepat untuk dipanggil. Karna nulis blm selesai,Cukup
Terimakasih,Cukup
"Sering"" adakan google meet biar paham,  jangan pake youtube  terus ",Cukup
Sudah cukup baik bu,Cukup
"Tidak ada saran  dan  kritik,  tapi semoga kedepanya bisa lebih baik lagi ",Cukup
Cukup.,Cukup
Menjelaskan materinya lebih dapat dipahami lagi,Cukup
Terima kasih,Cukup
Memberikan bahan ajar seperti buku modul agar bisa mudah memahaminya lagi,Cukup
"Sering"" adakan offline,  kalo online  kadang ga mudeng ",Cukup
"Sering"" praktek langsung di lab pak, kalo cuma penjelasan kurang paham",Cukup
Lebih pelan lagi dalam mengajar agar mudah dipahami,Cukup
Menjelaskan materinya agar lebih mudah dipahami lagi,Cukup
Soal dan jawaban ppt disatuin aja agar soal tidak bingung yg mana dan tidak hilang,Cukup
Menjelaskan materinya agar lebih bisa dipahami,Cukup
Lebih pelan lagi dalam menjelaskan agar mudah dipahami,Cukup
Menjelaskan materinya agar lebih bisa dipahami lagi,Cukup
Sehat selalu pak,Cukup
Sedikit cepat jelasin,Cukup
Sehat selalu bu,Cukup
Cukup  baik,Cukup
Cukup baik,Cukup
Mungkin menjelaskan materinya lebih pelan pelan dan jangan terburu buru kadang ada beberapa mahasiswa yang tidak paham,Cukup
Saran saya ketika menyampaikan materi dapat lebih jelas lagi dalam pengucapan dan tidak berputar-putar.,Cukup
Lebih ke cara penyampaian materinya supaya tidak terburu-buru,Cukup
Penjelasanya lebih to the point aja ya bu,Cukup
Cara penyampaian materinya jangan terlalu terburu-buru sehingga banyak mahasiswa yang kurang paham,Cukup
Penyampaian materinya lebih jelas lagi dan jangan muter-muter,Cukup
Semoga kedepan nya dalam menyampaikan materi lebih baik lagi.,Cukup
Penyampaian materinya lebih menarik lagi kedepannya,Cukup
Penjelasanya dibanyakin,Cukup
Sehat selalu ya bu,Cukup
Tetaplah menjadi baik dalam keadaan apapun.,Cukup
"Ketika tidak bisa masuk pada jam kuliah, harus mencari hari lain untuk mengganti pertemuan yang lalu, agar materinya tidak tertinggal. ",Cukup
"75% praktek
25% Teori",Cukup
Ketika menjelaskan materi harus sesuai dengan yang ada dimodul atau ppt agar bisa dipahami dengan baik.,Cukup
Semoga semakin baik buat kedepannya.,Cukup
"Lebih sabar dalam mengajar mahasiswa yang ketika ditanya, menjawabnya lama atau tidak menjawab. Kalau bis diitambah lagi metode pembelajarannya agar lebih menyenangkan dalam proses belajar.",Cukup
Selalu tepat waktu tetapi pada saat mengajar terkadang membosankan,Cukup
Semoga bisa lebih baik lagi,Cukup
"Keterbatasan waktu selama daring, membuat penyampaian materi kurang maksimal. Terima kasih, Pak.",Cukup
Jangan sering kasih tugas vidio bahasa inggris ya bu hehe dan jangan diuplaod dimedia sosial,Cukup
Dalam penyampaian materi sudah jelas dan sudah di adakan q&a di setiap pertemuan,Cukup
sudah jelas dalam setiap penyampaian materinya,Cukup
Lebih baik lagi dalam mengajar,Cukup
Ketika presentasi kelompok ataupun absen gmeet jika memang terkendala sinyal harap dimaklumi,Cukup
Tingkatkan pertemuan melalu gmeet dan zoom,Cukup
"Lebih baik lagi dalam mengajar
",Cukup
Lebih baik lagi dalam mengajar,Cukup
Ketika pembelajaran dimohon untuk bapa memberikan pemaparan dengan metode lain agar kelas menjadi lebih menyenangkan,Cukup
Saran saat pembelajaran buat kelas menjadi lebih rileks dan santai jangan terlalu tegang dan serius.,Cukup
semoga bisa diadakn kuliah secara offline supaya lebih memudahkan memahami per materinya,Cukup
Untuk penyampaian materi sudah jelas dan mudah dipahami,Cukup
Lebih menarik lagi dalam pengajaran agar tidak monoton,Cukup
Harus lebih sabar lagi dalam mengajar,Cukup
Lebih santai lagi dalam mengajar agar tidak terlalu tegang dan monoton.,Cukup
Pertahankan metode pembelajarannya,Cukup
Sebaiknya dijelaskan dulu materinya agar mahasiswa mampu memahami materi tersebut.,Cukup
Lebih digiatkan lagi dalam proses mengajar,Cukup
Jangan bosan menjadi orang baik🤗,Cukup
Jangan terlalu cepat jika menjelaskan materi praktek,Cukup
"Lebih sabar Lagi ketika menjelaskan materi melalui kuliah online, karena terkadang mahasiswa terkendala sinyal.",Cukup
"Lebih ditingkatkan lagi untuk cara pembelajarannya, karena terkadang saya merasa bingung dengan apa yang dibicarakan dosen tersebut",Cukup
"Lebih ditingkatkan lagi cara pembelajarannya, agar mahasiswa lebih mudah memahami dari materi yang diajarkan",Cukup
Lebih difokuskan ke listening untuk MK inggris,Cukup
Jika mengajar jangan terlalu banyak materi agar mudah dipahami,Cukup
Kalau memberikan tugas dalam jumlah yang banyak tapi waktunya sedikit,Cukup
Saran saya jika  melakukan pembelajaran agar lebih menarik lagi supaya mahasiswa bisa tanggap dengan materi yang disampaikan,Cukup
Saran saya jika tidak melakukan pembelajaran secara offline agar memberikan tutorial video dengan baik dan memberikan sesuai dengan jadwalnya,Cukup
Mengirimkan materinya jangan mepet kuis ya bu 😊🙏,Cukup
Penjelasan materi bisa dibikin dengan ppt,Cukup
Saran saya jika  menyampaikan pembelajaran jangan  terlalu cepat,Cukup
Lebih sabar lagi jika ada mahasiswa yang kurang paham,Cukup
"Tidak ada saran dan kritik, tapi pak arif dosen yang asik",Cukup
Tidak ada saran dan kritik,Cukup
Saran saya untuk memberikan pembelajaran dengan jelas atau bisa di jelaskan satu persatu,Cukup
Mohon untuk tidak terlalu cepat dalam menjelaskan materi yang disampaikan dan saya berharap bapak bisa meningkatkan lagi cara mengajarnya tetapi bapak baik dan saya mengerti belajar sama bapak.,Cukup
"Baik, tapi ngasih nilainya kurang baik:(",Cukup
"Karena dosen ini sudag mengundurkan diri dari kampus, saya hanya ingin menyampaikan untuk menerima dosen yang benar2 berkompeten, apalagi untuk mengajar semester pertengahan dan akhir tolong carikan dosen yang benar2 ahli karna materi juga semakin rumit, bukan dosen yg ga selalu minta mahasiswanya aktif tapi giliran ditanya malah lempar pertanyaan ke mahasiswa lain, kita butuh dosen sebagai pengarah arah belajar, kalo dosen ga  menjelaskan dengan benar bagaiamana kualitas mahasiswanya. ",Cukup
Semoga bisa lebih baik lagi dalam mengajar,Cukup
Saran jika ada wa masuk dibaca dan dibalas,Cukup
Saran saya untuk menyampaikan materi itu lebih detail lagi supaya mahasiswa lebih jelas lagi,Cukup
Saran saya jika menyampaikan materi diperjelas kembali supaya pembelajaran menarik mahasiswa dan cepat dipahami oleh mahasiswa,Cukup
Saran saya untuk penyampaian pembelejaran diperjelas kembali supaya mahasiswa bisa memahaminya,Cukup
Saran membuat pembelajaran lebih menyenangkan,Cukup
Saran menggunakan media pembelajaran basis online ketika pemebelajaran online. Dan seharusnya tugas diberikan sesuai jadwal,Cukup
Saran bsa membuat suasana pembelajaran menyenangkan,Cukup
Untuk vocabulary bisa diberikan pengingat agar mahasiswa tidak lupa mengisi.,Cukup
Saran dapat membuat pembelajaran menyenangkan,Cukup
Sebaiknya untuk pembahasan materi secara bertahap dan selesai,Cukup
Saran lebih jelas dalam mengajar,Cukup
Tugasnya jangan merangkum terus ya pak 🙏,Cukup
Cukup detail ketika menjelaskan,Cukup
Sebaiknya jangan terlalu cepat saat menyampaikan materi dan apabila memberi tugas deadline nya di beri waktu tambahan yang lebih lama lagi,Cukup
Semoga kedepannya bisa menjadi lebih baik lagi,Cukup
Semoga ke depannya bisa menjadi lebih baik lagi,Cukup
Jelasin materinya jangan cepet-cepet ya pak 🙏,Cukup
Cara pembelajaran dengan menonton materi video di YouTube dan pertemuan melalui google meet ketika pembahasan soal menurut saya kurang aktif,Cukup
Lebih baik lagi kedepannya,Cukup
semoga dapat menjelaskan materi dengan lebih baik dan jangan terlalu cepat saat menjelaskan materi agar mahasiswa faham,Cukup
dapat lebih baik dalam menjelaskan materi dan lebih dibuat menyenangkan agar mahasiswa tidak bosan saat pembelajaran,Cukup
Lebih jelas lagi dalam memberikan materi,Cukup
"Terima kasih pak, sehat sehat ya pak",Cukup
"Terima kasih ibu, sehat sehat ya bu",Cukup
Saran lebih baik untuk praktek di rumah menggunakan leptop dengan adanya vidio,Cukup
"Sangat killer ,tugas terus tp baik si",Cukup
Sinyal kalo gmeet,Cukup
Paham si,Cukup
Kalo menjelaskan materi lebih jelas lagi atau bisa dipahami oleh mahasiswa,Cukup
Kalo menjelaskan materi suaranya lebih jelas lagi jangan terlalu kecil,Cukup
Sarannya tetap pertahankan kualitas terbaik,Cukup
Saran agar selalu mengajarkan test2 toefl karna sudah ok.,Cukup
Semakin lebih baik,Cukup
Saya sedang tidak dapat mengkritik karena tidak memiliki saran.,Cukup
Saran agar bisa praktek offline,Cukup
Semoga sukses,Cukup
Sarannya semoga bisa lebih tanggap ketika dihubungi mahasiswa,Cukup
Sarannya ketika mengajar jangan terlalu cepat agar mahasiswa mudah memahami materi,Cukup
"Matur nuwun pak Ardhi, sehat selalu, sukses selalu",Cukup
Saran saya semoga lebih mengerti keadaan mahasiswa lagi karena sebagian mahasiswa wilayahnya susah sinyal jadi tidak bisa cepat untuk merespon apa yang ditanyakan dosen maka dari itu dengan sangat Ketika sedang bertanya kpd mahasiswa dosen bisa lebih sabar lagi karena adanya keterbatasan sinyal,Cukup
Sarannya ketika sedang mk berlangsung online untuk audionya lebih diperhatikan lagi karena mahasiswa sulit mendengarkan penjelasan yang dosen berikan karena suaranya terlalu kecil,Cukup
Semoga kebih baik,Cukup
dapat lebih baik dalam menyampaikan materi pembelajaran,Cukup
dapat menjelaskan materi dengan lebih baik lagi,Cukup
dalam menjelaskan materi sebaiknya jangan terlalu cepat,Cukup
ketika daring sebaiknya menjelaskan menggunakan gmeet atau lainnya jangan hanya mengirim materi saja,Cukup
Lebih di evaluasi lagi untuk penilaian terhadap mahasiswa.,Cukup
"Lebih tegaa lagi kpd mahasiswa agar, mahasiswa lebih disiplin",Cukup
Kalo emang tidak bisa cukup waktu lebih baik dii ganti hari sajaa jangan hari itu juga,Cukup
bisa menciptakan suasana belajar yang menyenangkan,Cukup
Lebih disipilin,Cukup
Lebih Memperhatikan jam pengganti kuliah,Cukup
Lebih memperhatikan kedisiplinan jam kuliah,Cukup
bisa lebih baik lagi,Cukup
bisa lebih baik dalam memberikan nilai,Cukup
"Sehat selalu, sukses terus, matur nuwun,",Cukup
Sebaiknya melakakukan gmeet walau sudah memberi materi melalui vidio dan ppt agar lebih dipahami lagi,Cukup
Tetap melakukan gmeet seharusnya walau sudah diberi materi melalui vidio youtube.,Cukup
Cuku Baik,Cukup
Lumayan,Cukup
Menjelaskan lebih detail,Cukup
Saya masih bingung pak cara membuat diagram di ppt karena belum di jelaskan tapi sudah di beri tugas 🙏,Cukup
Kalau kasih nilai tugas jangan terlalu sedikit 🙏,Cukup
Semoga kedepannya lebih baik lagi ya pak,Cukup
terlalu sering melebihi waktu pembelajaran,Cukup
lebih ditingkatkan lagi proses pembelajarannya,Cukup
"pembelajaran menyenangkan materi mudah dipahami, lebih ditingkatkan lagi penyampaian materinya",Cukup
Menjadi lebih baik lagi,Cukup
Agar lebih ditingkatkan lagi cara pembelajarannya dan lebih disiplin,Cukup
Penjelasan dalam perkuliahan agar lebih diperbaiki kembali,Cukup
Dalam menyampaikan materi jangan terlalu cepat  agar dapat dipahami oleh mahasiswa,Cukup
Agar lebih disiplin lagiii,Cukup
Keren pak,Cukup
Tetap semangat bu,Cukup
Semoga materi yang diberikan sesuai dengan soal UASnya,Cukup
Semoga tidak hanya materi lewat youtube saja,Cukup
Kalau bikin video suaranya dikerasin lagi bu,Cukup
Semoga ada tutorial via youtube biar bisa diulang nontonnya,Cukup
CUKUP BAIK DALAM PEMBELAJARANNYA,Cukup
Semoga nanti bisa lebih baik memberikan materinya,Cukup
Agar l menjadi lebih baik lagi,Cukup
Pelit dalam memberi nilai ujian,Cukup
Tetap menjadi lebih baik,Cukup
Tetap santai  pak dala. mengajar tapi mudah di pahami dan asik,Cukup
"Dilain kesempatan, sudilah kiranya Bapak Dosen yang terhormat untuk memberikan penjelasan materi terlebih dahulu agar mahasiswa dapat menerima materi pembelajaran dengan baik, mengingat mata kuliah ini merupakan mata kuliah baru dan masih awam. Terima kasih.",Cukup
"Tidak ada kritik dan saran, gut job Mr. Sehat-sehat selalu !!",Cukup
Kritiknya sama seperti pengisian kuesioner semester sebelumnya. Terima kasih. Sama-sama.,Cukup
Sehat-sehat Bapak.,Cukup
Sehat-sehat selalu untuk Bu Idah.,Cukup
Tidak ada kritik dan saran. Terima kasih.,Cukup
Sehat-sehat selalu Ibu !!,Cukup
Susah cukup baik dalam mengajar,Cukup
Tingkatkan kembali,Cukup
"sebenarnya bu ika ini dosen pengganti alm. bapak sunandar, dan baru merasakan diajar bu ika hanya satu kali pertemuan saja jadi belum terlalu tau bagaimana bu ika. namun dalam satu pertemuan itu bu ika sudah cukup baik dalam menyampaikan materinya🙏",Cukup
"Pemberian sumber lain untuk bahan belajar sangat baik, saat praktikum pun dijelaskan kembali bagaimana cara step by step. ",Cukup
Penyampaiannya jelas,Cukup
Sabar,Cukup
Menjelaskannya sudah baik,Baik
"Sudah baik, ",Baik
mantap,Baik
Baik banget dan sabar,Baik
Sudah bagus untuk semuanya.,Baik
Sudah bagus semuanya.,Baik
Baik dalam menjelaskan,Baik
Baik jelas,Baik
Baik semua,Baik
Baik banget,Baik
Best,Baik
Sudah baik dalam mengajar,Baik
Dalam penyampaian materi sudah jelas,Baik
Untuk penyampaian materi sudah jelas dan mudah dipahami,Baik
Terbaik,Baik
Sudah bagus,Baik
Mantap pak asrofi,Baik
Sejauh ini udah baik sii,Baik
Sudah baik dalam pembelajaran,Baik
Bagusss,Baik
"Tidak ada wkwkwk
Good job👌🏻",Baik
Bagus lebih ditingkatkan dalam kegiatan perkulihaan lebih asik dan tidak membosankan,Baik
Ga punya kritikkkk. Si bapakkk baekk bgttt asliii kga boong,Baik
Tetap jadi dosen yang terbaik nggih pak 😊,Baik
Tetap menjadi dosen yang baik kepada semua mahasiswa,Baik
Tetap dan selalu menjadi dosen yang baik untuk semua mahasiswa,Baik
"Tetap jadi dosen yang baik, dan semoga bisa ditingkatkan lagu",Baik
Baik. Terimakasih,Baik
Bagus pak,Baik
Cara pembelajaran sudah baik,Baik
Dosennya baik,Baik
Baik mengajarnya,Baik
good,Baik
Sudahbaik,Baik
"Tidak ada, karena saya suka diajar bu anita",Baik
Baik dan menyenangkan,Baik
Semoga kedepannya lebih baik lagi dalam mengajar :),Baik
"Baik , ramah, dan menyenangkan",Baik
"Gak ada, soalnya bu pipit baikkk hatttiii",Baik
Penyampai nya tertata dan mudah dipahami,Baik
Kren bu i like it,Baik
Mudah dipahami dalam menyampaikan materi.,Baik
Sudah baik materi yang diajarkan bisa dipahami,Baik
Menyenangkan dalam mengajar.,Baik
